surface	normalized	reading	partOfSpeech	type	count	sources
境界	境界	キョウカイ	名詞,普通名詞,一般	japanese	59	Tracker/Design/tasks-status.md:21; Tracker/Design/Core/tracker-architecture-plan.md:10; Tracker/Design/RuntimeHost/runtime-host-plan.md:7; Tracker/Design/Archive/DebugHost/tasks-status.md:6; Tracker/Design/Core/tracker-core-engine-detail-design.md:5; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:4; Tracker/Design/phases-status.md:3; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
作業	作業	サギョウ	名詞,普通名詞,サ変可能	japanese	59	AGENTS.md:16; Tracker/Design/Archive/DebugHost/tasks-status.md:8; Tracker/Design/tasks-status.md:8; Tracker/Design/Archive/Core/tasks-status.md:7; tools/lint/README.md:5; Tracker/Design/Archive/Core/phases-status.md:4; Tracker/Design/phases-status.md:4; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; feedback-points/feedback-points.md:1
責務	責務	セキム	名詞,普通名詞,一般	japanese	59	Tracker/Design/Core/tracker-architecture-plan.md:12; Tracker/Design/Core/tracker-core-engine-detail-design.md:11; Tracker/Design/DebugHost/debug-host-maintainability-design.md:8; Tracker/Design/tasks-status.md:7; Tracker/Design/Core/tracker-history-000-038.md:6; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:4; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:4; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/RuntimeHost/runtime-host-plan.md:3; Tracker/Design/phases-status.md:1
最新	最新	サイシン	名詞,普通名詞,一般	japanese	58	Tracker/Design/Core/tracker-architecture-plan.md:19; Tracker/Design/tasks-status.md:15; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:14; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/Archive/DebugHost/tasks-status.md:3; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
処理	処理	ショリ	名詞,普通名詞,サ変可能	japanese	57	Tracker/Design/Core/tracker-architecture-plan.md:29; Tracker/Design/Archive/DebugHost/tasks-status.md:6; Tracker/Design/RuntimeHost/runtime-host-plan.md:4; Tracker/Design/tasks-status.md:3; Tracker/Tracker.DebugHost/README.md:3; tools/lint/README.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; AGENTS.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1
切替	切り替え	キリカエ	名詞,普通名詞,一般	japanese	56	Tracker/Design/Core/tracker-architecture-plan.md:36; Tracker/Design/Core/tracker-history-000-038.md:8; Tracker/Design/Archive/Core/tasks-status.md:3; Tracker/Tracker.DebugHost/README.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
再生	再生	サイセイ	名詞,普通名詞,サ変可能	japanese	55	Tracker/Design/Archive/Core/tasks-status.md:16; Tracker/Design/tasks-status.md:12; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:9; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:6; Tracker/Design/Archive/DebugHost/tasks-status.md:4; Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/phases-status.md:2; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Tracker.DebugHost/README.md:1
経路	経路	ケイロ	名詞,普通名詞,一般	japanese	54	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:18; Tracker/Design/tasks-status.md:13; Tracker/Design/Core/tracker-architecture-plan.md:6; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:5; Tracker/Design/Archive/Core/tasks-status.md:3; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/RuntimeHost/runtime-host-plan.md:2; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/phases-status.md:1; feedback-points/feedback-points.md:1
統合	統合	トウゴウ	名詞,普通名詞,サ変可能	japanese	54	Tracker/Design/Core/tracker-architecture-plan.md:27; Tracker/Design/tasks-status.md:10; Tracker/Design/Archive/DebugHost/tasks-status.md:3; Tracker/Design/Core/tracker-history-000-038.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/phases-status.md:1; Tracker/Tracker.DebugHost/README.md:1
受信	受信	ジュシン	名詞,普通名詞,サ変可能	japanese	53	Tracker/Tracker.DebugHost/README.md:16; Tracker/Design/Core/tracker-architecture-plan.md:12; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:8; Tracker/Design/RuntimeHost/runtime-host-plan.md:5; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/Archive/Core/tasks-status.md:3; README.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/tasks-status.md:1; Tracker/Tracker.CaptureReplay/README.md:1
明示	明示	メイジ	名詞,普通名詞,サ変可能	japanese	53	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:15; tools/lint/README.md:9; Tracker/Design/Core/tracker-architecture-plan.md:8; Tracker/Tracker.DebugHost/README.md:8; Tracker/Design/tasks-status.md:5; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; AGENTS.md:1; README.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; Tracker/Tracker.CaptureReplay/README.md:1; feedback-points/feedback-points.md:1
コメント	コメント	コメント	名詞,普通名詞,サ変可能	katakana	51	Tracker/Design/Core/tracker-core-engine-detail-design.md:14; Tracker/Design/Core/tracker-history-000-038.md:14; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:14; Tracker/Design/DebugHost/debug-host-maintainability-design.md:8; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
速度	速度	ソクド	名詞,普通名詞,一般	japanese	50	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:17; Tracker/Design/Core/tracker-architecture-plan.md:14; Tracker/Tracker.DebugHost/README.md:7; Tracker/Design/Archive/Core/tasks-status.md:6; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1
一覧	一覧	イチラン	名詞,普通名詞,サ変可能	japanese	48	Tracker/Design/tasks-status.md:18; tools/lint/README.md:10; Tracker/Design/Core/tracker-architecture-plan.md:6; Tracker/Design/phases-status.md:4; Tracker/Design/Archive/DebugHost/tasks-status.md:3; Tracker/Design/Archive/Core/phases-status.md:2; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Tracker.DebugHost/README.md:1
観測	観測	カンソク	名詞,普通名詞,サ変可能	japanese	48	Tracker/Design/Core/tracker-architecture-plan.md:28; Tracker/Tracker.DebugHost/README.md:12; Tracker/Design/Core/tracker-history-000-038.md:4; Tracker/Design/Core/tracker-core-engine-detail-design.md:3; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
優先	優先	ユウセン	名詞,普通名詞,サ変可能	japanese	48	Tracker/Design/Core/tracker-architecture-plan.md:11; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:10; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:7; Tracker/Design/Core/tracker-core-engine-detail-design.md:5; Tracker/Tracker.DebugHost/README.md:4; Tracker/Design/RuntimeHost/runtime-host-plan.md:3; Tracker/Design/tasks-status.md:3; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
候補	候補	コウホ	名詞,普通名詞,一般	japanese	47	Tracker/Design/Core/tracker-architecture-plan.md:26; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:4; tools/lint/README.md:3; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:2; Tracker/Design/tasks-status.md:2; Tracker/Tracker.DebugHost/README.md:2
画面	画面	ガメン	名詞,普通名詞,一般	japanese	46	Tracker/Design/tasks-status.md:16; Tracker/Design/Archive/DebugHost/tasks-status.md:7; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:6; Tracker/Design/phases-status.md:4; Tracker/Tracker.DebugHost/README.md:4; Tracker/Design/Core/tracker-history-000-038.md:3; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1; tools/lint/README.md:1
構築	構築	コウチク	名詞,普通名詞,サ変可能	japanese	46	Tracker/Design/tasks-status.md:17; Tracker/Design/Archive/DebugHost/tasks-status.md:12; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:6; Tracker/Design/phases-status.md:4; tools/lint/README.md:3; Tracker/Tracker.DebugHost/README.md:2; AGENTS.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1
時点	時点	ジテン	名詞,普通名詞,一般	japanese	46	Tracker/Design/tasks-status.md:30; Tracker/Design/Core/tracker-architecture-plan.md:9; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Tracker.DebugHost/README.md:1
成功	成功	セイコウ	名詞,普通名詞,サ変可能	japanese	46	Tracker/Design/tasks-status.md:33; Tracker/Design/phases-status.md:4; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1
単位	単位	タンイ	名詞,普通名詞,一般	japanese	46	Tracker/Design/Core/tracker-architecture-plan.md:15; Tracker/Design/Core/tracker-core-engine-detail-design.md:10; Tracker/Tracker.DebugHost/README.md:6; Tracker/Design/Core/tracker-history-000-038.md:4; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/tasks-status.md:2; AGENTS.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; feedback-points/feedback-points.md:1
方針	方針	ホウシン	名詞,普通名詞,一般	japanese	46	Tracker/Design/DebugHost/raw-vision-viewer-plan.md:12; Tracker/Design/Core/tracker-architecture-plan.md:8; Tracker/Design/Archive/DebugHost/tasks-status.md:5; Tracker/Design/RuntimeHost/runtime-host-plan.md:4; Tracker/Design/tasks-status.md:4; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:2; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; tools/lint/README.md:2; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
依存	依存	イゾン	名詞,普通名詞,サ変可能	japanese	45	Tracker/Design/tasks-status.md:18; Tracker/Design/Core/tracker-architecture-plan.md:6; Tracker/Design/RuntimeHost/runtime-host-plan.md:5; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/Archive/Core/tasks-status.md:2; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; tools/lint/README.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/phases-status.md:1; Tracker/Tracker.DebugHost/README.md:1
指摘	指摘	シテキ	名詞,普通名詞,サ変可能	japanese	45	Tracker/Design/tasks-status.md:26; Tracker/Design/phases-status.md:11; feedback-points/feedback-points.md:4; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Archive/DebugHost/tasks-status.md:1
複数	複数	フクスウ	名詞,普通名詞,一般	japanese	45	Tracker/Design/Core/tracker-architecture-plan.md:18; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:7; Tracker/Tracker.DebugHost/README.md:7; Tracker/Design/Core/tracker-history-000-038.md:4; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; Tracker/Tracker.CaptureReplay/README.md:1
現在	現在	ゲンザイ	名詞,普通名詞,副詞可能	japanese	44	Tracker/Design/Core/tracker-architecture-plan.md:14; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:9; Tracker/Tracker.DebugHost/README.md:5; feedback-points/feedback-points.md:3; Tracker/Design/Archive/Core/phases-status.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/phases-status.md:2; README.md:1; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/tasks-status.md:1; tools/lint/README.md:1
通常	通常	ツウジョウ	名詞,普通名詞,副詞可能	japanese	44	Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:8; Tracker/Tracker.DebugHost/README.md:7; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:6; tools/lint/README.md:5; Tracker/Design/Core/tracker-core-engine-detail-design.md:4; Tracker/Design/Core/tracker-architecture-plan.md:3; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:3; Tracker/Design/DebugHost/debug-host-maintainability-design.md:2; Tracker/Design/tasks-status.md:2; AGENTS.md:1; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Tracker.CaptureReplay/README.md:1; feedback-points/feedback-points.md:1
周期	周期	シュウキ	名詞,普通名詞,一般	japanese	40	Tracker/Design/Archive/DebugHost/tasks-status.md:11; Tracker/Design/tasks-status.md:9; Tracker/Design/RuntimeHost/runtime-host-plan.md:6; Tracker/Design/Archive/DebugHost/phases-status.md:4; Tracker/Design/Archive/Core/tasks-status.md:3; Tracker/Design/Core/tracker-architecture-plan.md:2; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/phases-status.md:1
修正	修正	シュウセイ	名詞,普通名詞,サ変可能	japanese	40	Tracker/Design/tasks-status.md:13; Tracker/Design/Archive/Core/tasks-status.md:11; Tracker/Design/Core/tracker-history-000-038.md:6; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:3; Tracker/Design/phases-status.md:3; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; feedback-points/feedback-points.md:1
管理	管理	カンリ	名詞,普通名詞,サ変可能	japanese	39	Tracker/Design/tasks-status.md:15; Tracker/Design/Archive/Core/tasks-status.md:5; Tracker/Design/Core/tracker-architecture-plan.md:5; Tracker/Design/Core/tracker-history-000-038.md:4; Tracker/Design/Archive/DebugHost/tasks-status.md:2; Tracker/Design/phases-status.md:2; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Core/tracker-core-engine-detail-design.md:1; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:1; Tracker/Design/RuntimeHost/runtime-host-plan.md:1; tools/lint/README.md:1
規則	規則	キソク	名詞,普通名詞,一般	japanese	39	Tracker/Design/Core/tracker-architecture-plan.md:19; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:5; tools/lint/README.md:4; Tracker/Design/tasks-status.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/phases-status.md:1; feedback-points/feedback-points.md:1
時刻	時刻	ジコク	名詞,普通名詞,副詞可能	japanese	39	Tracker/Design/Core/tracker-architecture-plan.md:17; Tracker/Design/Archive/DebugHost/tasks-status.md:5; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:5; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:3; Tracker/Design/RuntimeHost/runtime-host-plan.md:2; Tracker/Tracker.CaptureReplay/README.md:2; Tracker/Tracker.DebugHost/README.md:2; Tracker/Design/Archive/Core/tasks-status.md:1; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1; Tracker/Design/tasks-status.md:1
同期	同期	ドウキ	名詞,普通名詞,サ変可能	japanese	39	Tracker/Design/Archive/DebugHost/tasks-status.md:13; Tracker/Design/tasks-status.md:9; Tracker/Design/Core/tracker-architecture-plan.md:4; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/Archive/Core/tasks-status.md:3; Tracker/Design/DebugHost/raw-vision-viewer-plan.md:2; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/DebugHost/phases-status.md:1; Tracker/Design/Core/tracker-history-000-038.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1
許可	許可	キョカ	名詞,普通名詞,サ変可能	japanese	38	tools/lint/README.md:15; Tracker/Design/tasks-status.md:14; Tracker/Design/phases-status.md:4; Tracker/Design/Core/tracker-architecture-plan.md:2; feedback-points/feedback-points.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:1
試験	試験	シケン	名詞,普通名詞,サ変可能	japanese	37	Tracker/Design/tasks-status.md:17; Tracker/Design/Archive/DebugHost/tasks-status.md:14; Tracker/Design/phases-status.md:4; Tracker/Design/Archive/Core/tasks-status.md:2
進捗	進捗	シンチョク	名詞,普通名詞,サ変可能	japanese	37	Tracker/Design/tasks-status.md:13; Tracker/Design/Archive/DebugHost/tasks-status.md:11; Tracker/Design/Archive/Core/tasks-status.md:5; Tracker/Design/Archive/Core/phases-status.md:2; Tracker/Design/Archive/DebugHost/phases-status.md:2; Tracker/Design/phases-status.md:2; Tracker/Design/Core/tracker-architecture-plan.md:1; Tracker/Design/Core/tracker-history-000-038.md:1
調査	調査	チョウサ	名詞,普通名詞,サ変可能	japanese	37	Tracker/Design/Core/tracker-architecture-plan.md:12; Tracker/Design/Archive/Core/tasks-status.md:5; Tracker/Design/Core/tracker-history-000-038.md:4; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:4; Tracker/Design/tasks-status.md:2; Tracker/Tracker.DebugHost/README.md:2; AGENTS.md:1; README.md:1; Tracker/Design/Archive/Core/phases-status.md:1; Tracker/Design/Archive/DebugHost/tasks-status.md:1; Tracker/Design/DebugHost/debug-host-maintainability-design.md:1; Tracker/Design/phases-status.md:1; Tracker/Tracker.CaptureReplay/README.md:1; tools/lint/README.md:1
判定	判定	ハンテイ	名詞,普通名詞,サ変可能	japanese	36	Tracker/Design/Core/tracker-architecture-plan.md:22; Tracker/Tracker.DebugHost/README.md:5; Tracker/Design/Core/tracker-core-engine-detail-design.md:2; Tracker/Design/Core/tracker-history-000-038.md:2; Tracker/Design/DebugHost/debug-host-cli-ui-detail-design.md:2; Tracker/Design/tasks-status.md:2; Tracker/Design/Core/tracker-test-maintainability-detail-design.md:1
